Well Name,…Ó∂»,GR,AC,DEN,CNL,LLS
JY4,2484.75,105.626,70.883,2.645,15.416,38.862
JY4,2484.875,110.037,73.36,2.686,15.163,40.292
JY4,2485,116.71,73.5,2.719,15.272,40.545
JY4,2485.125,120.384,71.929,2.732,15.742,39.48
JY4,2485.25,120.096,69.54,2.727,16.225,37.575
JY4,2485.375,119.2,67.237,2.717,16.48,35.769
JY4,2485.5,120.057,66.058,2.713,16.68,34.895
JY4,2485.625,121.903,65.986,2.716,17.048,34.854
JY4,2485.75,122.87,65.776,2.72,17.63,34.634
JY4,2485.875,122.836,65.064,2.718,18.101,33.692
JY4,2486,122.804,64.867,2.711,18.041,32.452
JY4,2486.125,122.915,65.445,2.704,17.531,31.653
JY4,2486.25,122.728,65.987,2.694,17.054,31.482
JY4,2486.375,122.4,66.139,2.684,17.005,31.768
JY4,2486.5,122.465,66.131,2.679,17.2,32.38
JY4,2486.625,122.65,66.031,2.685,17.202,33.311
JY4,2486.75,121.836,65.749,2.701,16.781,34.624
JY4,2486.875,119.994,65.262,2.718,16.055,36.265
JY4,2487,117.695,64.612,2.73,15.19,38.204
JY4,2487.125,114.613,64.006,2.737,14.341,40.761
JY4,2487.25,110.546,63.632,2.74,13.852,44.064
JY4,2487.375,107.148,63.2,2.74,14.144,47.244
JY4,2487.5,108.025,62.379,2.74,15.246,48.111
JY4,2487.625,113.636,61.544,2.745,16.7,45.404
JY4,2487.75,120.917,61.442,2.755,18.066,39.761
JY4,2487.875,127.09,62.362,2.763,19.298,33.371
JY4,2488,131.786,64.141,2.766,20.301,28.07
JY4,2488.125,135.287,66.499,2.77,20.699,24.644
JY4,2488.25,137.076,68.903,2.775,20.443,22.905
JY4,2488.375,137.337,70.426,2.778,20.083,22.199
JY4,2488.5,137.301,70.804,2.773,20.09,21.851
JY4,2488.625,137.238,70.7,2.766,20.338,21.446
JY4,2488.75,136.835,70.77,2.758,20.675,20.906
JY4,2488.875,137.396,71.123,2.753,21.044,20.29
JY4,2489,140.219,71.627,2.75,21.389,19.637
JY4,2489.125,144.193,72.125,2.75,21.806,18.954
JY4,2489.25,146.404,72.52,2.753,22.185,18.275
JY4,2489.375,145.31,72.834,2.754,22.119,17.739
JY4,2489.5,140.723,73.099,2.753,21.242,17.649
JY4,2489.625,133.656,73.256,2.752,19.87,18.347
JY4,2489.75,127.127,73.021,2.75,18.421,19.957
JY4,2489.875,125.759,72.232,2.752,17.284,22.414
JY4,2490,130.313,71.079,2.759,16.762,25.108
JY4,2490.125,137.428,69.748,2.769,16.987,26.988
JY4,2490.25,143.321,68.446,2.775,17.833,26.957
JY4,2490.375,146.25,67.938,2.774,18.755,25.284
JY4,2490.5,144.742,68.678,2.768,19.161,23.309
JY4,2490.625,137.474,69.974,2.758,18.855,22.581
JY4,2490.75,127.263,70.808,2.746,17.887,23.559
JY4,2490.875,119.725,70.579,2.735,16.61,25.755
JY4,2491,118.081,69.199,2.726,15.717,28.26
JY4,2491.125,119.908,67.526,2.72,15.691,30.227
JY4,2491.25,119.73,66.497,2.717,16.367,31.198
JY4,2491.375,114.656,66.26,2.717,16.764,31.935
JY4,2491.5,107.238,66.764,2.721,16.339,33.814
JY4,2491.625,103.882,67.469,2.726,15.622,36.995
JY4,2491.75,107.083,67.259,2.729,15.353,39.486
JY4,2491.875,112.91,66.37,2.726,15.707,39.481
JY4,2492,116.058,66.248,2.719,16.505,36.954
JY4,2492.125,117.215,66.913,2.712,17.457,33.238
JY4,2492.25,119.709,67.303,2.709,18.2,29.426
JY4,2492.375,122.234,67.905,2.71,18.532,26.463
JY4,2492.5,119.634,69.543,2.711,18.341,25.201
JY4,2492.625,109.203,70.836,2.708,17.271,26.367
JY4,2492.75,95.112,70.839,2.701,15.299,31.707
JY4,2492.875,83.204,70.546,2.691,12.928,43.98
JY4,2493,76.555,69.551,2.684,10.776,64.485
JY4,2493.125,74.638,66.49,2.682,9.38,88.657
JY4,2493.25,75.637,62.621,2.687,8.916,109.168
JY4,2493.375,77.992,60.079,2.694,9.183,119.377
JY4,2493.5,80.771,59.025,2.697,9.702,118.755
JY4,2493.625,83.949,58.784,2.693,10.162,110.546
JY4,2493.75,88.722,59.189,2.69,10.777,98.429
JY4,2493.875,96.019,59.749,2.697,12.044,85.034
JY4,2494,105.356,60.049,2.711,14.311,71.217
JY4,2494.125,114.555,60.608,2.723,17.35,57.838
JY4,2494.25,120.782,62.012,2.723,20.108,46.461
JY4,2494.375,121.618,64.143,2.717,21.047,38.542
JY4,2494.5,116.743,66.702,2.709,19.909,34.593
JY4,2494.625,107.636,68.989,2.704,17.518,34.851
JY4,2494.75,96.389,70.263,2.698,14.434,41.099
JY4,2494.875,85.536,70.102,2.688,11.443,57.568
JY4,2495,77.477,68.097,2.677,9.343,93.197
JY4,2495.125,74.301,64.829,2.674,8.471,153.256
JY4,2495.25,75.921,61.662,2.686,8.683,212.119
JY4,2495.375,80.747,58.975,2.707,9.656,229.076
JY4,2495.5,85.62,57.236,2.725,10.988,188.816
JY4,2495.625,87.419,57.779,2.733,12.41,123.254
JY4,2495.75,84.766,59.965,2.732,13.466,74.421
JY4,2495.875,78.923,61.935,2.729,13.473,55.597
JY4,2496,72.172,63.602,2.724,12.5,58.179
JY4,2496.125,66.308,65.394,2.712,11.425,74.079
JY4,2496.25,62.899,66.227,2.685,10.74,93.997
JY4,2496.375,62.564,65.729,2.644,10.222,107.465
JY4,2496.5,64.238,65.464,2.594,9.636,108.787
JY4,2496.625,65.72,65.99,2.544,9.191,103.492
JY4,2496.75,66.024,66.957,2.509,8.704,101.808
JY4,2496.875,66.612,69.268,2.504,7.489,115.441
JY4,2497,69.236,72.686,2.531,5.742,156.129
JY4,2497.125,73.826,74.864,2.576,4.274,234.551
JY4,2497.25,78.074,74.976,2.615,3.493,341.215
JY4,2497.375,79.918,73.544,2.633,3.31,439.562
JY4,2497.5,79.109,70.927,2.637,3.459,489.751
JY4,2497.625,77.212,68.271,2.641,3.655,487.696
JY4,2497.75,75.767,67.103,2.645,3.775,464.346
JY4,2497.875,75.332,67.213,2.648,3.788,454.717
JY4,2498,75.51,67.582,2.646,3.7,467.144
JY4,2498.125,75.7,67.885,2.639,3.591,487.866
JY4,2498.25,75.629,68.395,2.632,3.59,497.053
JY4,2498.375,75.752,69.479,2.632,3.763,488.058
JY4,2498.5,76.801,71.196,2.64,4.07,466.104
JY4,2498.625,79.442,73.289,2.652,4.37,435.554
JY4,2498.75,83.416,75.264,2.661,4.56,394.903
JY4,2498.875,87.31,76.449,2.666,4.717,344.005
JY4,2499,88.671,76.505,2.668,4.985,293.118
JY4,2499.125,86.288,75.772,2.668,5.288,255.138
JY4,2499.25,81.853,74.439,2.667,5.422,239.659
JY4,2499.375,78.547,72.584,2.668,5.378,248.24
JY4,2499.5,77.531,70.642,2.673,5.287,271.987
JY4,2499.625,77.67,68.607,2.679,5.244,291.419
JY4,2499.75,77.662,66.406,2.683,5.246,291.983
JY4,2499.875,77.315,64.765,2.685,5.286,276.044
JY4,2500,76.5,64.279,2.686,5.35,257.851
JY4,2500.125,75.586,65.058,2.685,5.402,245.802
JY4,2500.25,75.899,66.958,2.68,5.452,238.573
JY4,2500.375,78.192,69.375,2.668,5.527,232.704
JY4,2500.5,81.359,71.495,2.656,5.489,226.631
JY4,2500.625,83.276,72.803,2.649,5.117,221.863
JY4,2500.75,83.162,72.954,2.65,4.504,226.922
JY4,2500.875,82.322,72.306,2.653,3.97,252.78
JY4,2501,82.275,71.726,2.655,3.725,301.159
JY4,2501.125,83.157,71.08,2.658,3.729,350.521
JY4,2501.25,84.115,69.602,2.663,3.946,375.665
JY4,2501.375,85.617,67.52,2.668,4.538,364.291
JY4,2501.5,90.369,65.302,2.667,5.728,320.896
JY4,2501.625,101.282,62.747,2.661,7.553,251.605
JY4,2501.75,118.675,60.624,2.654,9.837,167.973
JY4,2501.875,138.18,61.527,2.655,12.486,92.953
JY4,2502,154.12,66.009,2.666,15.324,46.046
JY4,2502.125,163.553,71.21,2.688,17.497,26.438
JY4,2502.25,167.04,75.027,2.708,18.255,20.611
JY4,2502.375,166.41,77.857,2.717,17.931,19.958
JY4,2502.5,163.491,78.757,2.716,16.861,21.972
JY4,2502.625,158.566,76.239,2.709,15.138,25.897
JY4,2502.75,149.092,72.247,2.7,13.244,32.233
JY4,2502.875,134.134,69.166,2.69,11.563,42.481
JY4,2503,116.831,66.456,2.681,10.08,58.876
JY4,2503.125,103.292,63.357,2.675,8.783,86.28
JY4,2503.25,96.154,60.639,2.67,7.824,125.642
JY4,2503.375,93.898,58.981,2.666,7.361,168.35
JY4,2503.5,93.115,58.172,2.662,7.312,198.08
JY4,2503.625,91.213,57.964,2.659,7.372,208.095
JY4,2503.75,87.516,58.322,2.664,7.176,207.801
JY4,2503.875,83.103,58.952,2.674,6.705,217.169
JY4,2504,79.431,59.276,2.689,6.214,248.864
JY4,2504.125,78.44,59.168,2.702,5.933,298.996
JY4,2504.25,82.425,58.973,2.709,6.008,335.587
JY4,2504.375,92.393,58.908,2.712,6.573,321.824
JY4,2504.5,105.663,59.251,2.711,7.711,248.301
JY4,2504.625,115.836,60.643,2.71,9.273,155.119
JY4,2504.75,117.865,62.85,2.705,10.589,87.089
JY4,2504.875,112.248,64.602,2.7,10.932,58.343
JY4,2505,105.744,65.186,2.701,10.459,54.015
JY4,2505.125,105.643,64.68,2.712,9.901,59.051
JY4,2505.25,113.558,63.257,2.727,9.79,64.95
JY4,2505.375,125.067,61.74,2.742,10.359,66.185
JY4,2505.5,135.777,61.076,2.754,11.672,60.932
JY4,2505.625,145.023,61.433,2.763,13.411,51.836
JY4,2505.75,153.34,62.787,2.768,15.095,42.305
JY4,2505.875,159.739,65.103,2.769,16.528,34.174
JY4,2506,163.557,67.793,2.77,18.004,27.929
JY4,2506.125,165.977,70.326,2.77,19.486,23.481
JY4,2506.25,168.429,72.829,2.767,20.508,20.638
JY4,2506.375,170.631,75.162,2.763,21.041,19.073
JY4,2506.5,171.325,76.468,2.759,21.324,18.516
JY4,2506.625,169.716,76.518,2.759,21.344,18.627
JY4,2506.75,166.39,76.041,2.76,21.001,19.022
JY4,2506.875,162.655,75.578,2.759,20.477,19.504
JY4,2507,159.889,75.158,2.755,20.087,20.021
JY4,2507.125,158.425,74.747,2.752,19.875,20.541
JY4,2507.25,158.277,74.39,2.751,19.686,21.002
JY4,2507.375,160.142,74.121,2.752,19.443,21.345
JY4,2507.5,164.126,73.871,2.754,19.269,21.556
JY4,2507.625,168.556,73.717,2.753,19.231,21.637
JY4,2507.75,171.675,73.892,2.751,19.142,21.611
JY4,2507.875,172.453,74.112,2.749,18.668,21.53
JY4,2508,169.778,73.8,2.746,17.51,21.604
JY4,2508.125,162.059,73.235,2.74,15.437,22.225
JY4,2508.25,147.563,73.126,2.729,12.7,24.07
JY4,2508.375,128.036,73.467,2.715,10.29,28.556
JY4,2508.5,110.287,73.875,2.699,8.83,37.026
JY4,2508.625,103.935,73.899,2.685,8.396,48.601
JY4,2508.75,114.506,73.035,2.68,8.83,57.837
JY4,2508.875,136.396,72.035,2.69,9.96,59.346
JY4,2509,154.109,72.474,2.708,11.138,52.515
JY4,2509.125,153.896,74.801,2.72,10.968,43.372
JY4,2509.25,133.796,78.212,2.714,9.109,38.756
JY4,2509.375,104.397,81.204,2.692,6.782,48.252
JY4,2509.5,79.889,82.249,2.665,4.907,98.644
JY4,2509.625,66.87,81.612,2.639,3.71,237.895
JY4,2509.75,62.517,80.846,2.618,3.147,486.186
JY4,2509.875,60.98,81.203,2.601,3.072,771.286
JY4,2510,59.688,83.165,2.587,3.31,978.713
JY4,2510.125,58.944,86.321,2.573,3.748,1045.965
JY4,2510.25,58.983,89.287,2.56,4.377,1006.587
JY4,2510.375,59.124,90.51,2.55,5.128,922.814
JY4,2510.5,58.763,89.46,2.548,5.82,831.363
JY4,2510.625,58.16,87.115,2.551,6.366,744.205
JY4,2510.75,57.959,84.508,2.557,6.825,666.435
JY4,2510.875,58.393,82.043,2.561,7.267,602.044
JY4,2511,59.358,80.584,2.563,7.643,554.175
JY4,2511.125,60.521,80.808,2.565,7.817,526.48
JY4,2511.25,61.626,82.051,2.569,7.592,520.505
JY4,2511.375,62.113,83.149,2.575,6.881,539.945
JY4,2511.5,61.325,83.785,2.586,5.912,593.316
JY4,2511.625,60.16,84.429,2.602,5.11,684.413
JY4,2511.75,61.767,84.883,2.624,4.876,781.46
JY4,2511.875,70.91,83.898,2.652,5.368,792.695
JY4,2512,90.178,80.695,2.683,6.706,657.642
JY4,2512.125,117.46,76.302,2.712,9.075,418.106
JY4,2512.25,145.054,72.436,2.734,12.593,198.085
JY4,2512.375,165.559,70.02,2.747,16.793,74.468
JY4,2512.5,175.397,69.656,2.757,20.246,32.596
JY4,2512.625,177.605,71.559,2.768,21.912,22.46
JY4,2512.75,176.844,74.182,2.778,22.463,19.287
JY4,2512.875,175.904,75.642,2.783,22.39,18.466
JY4,2513,175.183,75.872,2.778,21.746,18.498
JY4,2513.125,174.025,75.694,2.769,21.025,18.73
JY4,2513.25,172.191,75.545,2.764,20.747,18.96
JY4,2513.375,169.709,75.623,2.765,20.831,19.187
JY4,2513.5,166.959,75.835,2.769,20.798,19.457
JY4,2513.625,164.977,75.945,2.774,20.389,19.791
JY4,2513.75,164.478,75.834,2.782,19.876,20.145
JY4,2513.875,165.115,75.373,2.794,19.453,20.393
JY4,2514,165.405,74.594,2.803,19.083,20.437
JY4,2514.125,164.404,73.851,2.805,18.769,20.323
JY4,2514.25,162.151,73.47,2.797,18.576,20.291
JY4,2514.375,159.813,73.51,2.782,18.492,20.589
JY4,2514.5,158.886,73.65,2.766,18.397,21.328
JY4,2514.625,159.402,73.501,2.752,18.227,22.413
JY4,2514.75,160.311,73.13,2.745,18.043,23.541
JY4,2514.875,160.737,72.778,2.74,17.991,24.301
JY4,2515,160.316,72.528,2.737,18.139,24.46
JY4,2515.125,159.51,72.633,2.735,18.331,24.158
JY4,2515.25,159.243,73.204,2.739,18.361,23.756
JY4,2515.375,160.555,73.777,2.75,18.294,23.524
JY4,2515.5,163.435,73.942,2.761,18.347,23.501
JY4,2515.625,166.23,73.911,2.766,18.554,23.592
JY4,2515.75,167.244,73.983,2.762,18.657,23.668
JY4,2515.875,166.123,74.106,2.753,18.518,23.648
JY4,2516,164.17,74.265,2.746,18.441,23.528
JY4,2516.125,163.048,74.599,2.745,18.716,23.333
JY4,2516.25,163.224,75.03,2.75,19.092,23.032
JY4,2516.375,163.635,75.41,2.756,19.082,22.566
JY4,2516.5,163.491,75.78,2.759,18.721,21.944
JY4,2516.625,163.76,76.184,2.759,18.589,21.24
JY4,2516.75,165.339,76.566,2.76,18.957,20.537
JY4,2516.875,167.47,76.918,2.765,19.446,19.91
JY4,2517,168.137,77.309,2.772,19.612,19.442
JY4,2517.125,166.829,77.724,2.775,19.459,19.175
JY4,2517.25,165.277,78.037,2.768,19.345,19.085
JY4,2517.375,165.265,78.138,2.754,19.489,19.113
JY4,2517.5,166.505,77.969,2.739,19.771,19.201
JY4,2517.625,167.898,77.611,2.73,19.989,19.273
JY4,2517.75,169.133,77.286,2.727,20.064,19.121
JY4,2517.875,170.88,77.172,2.731,20.014,18.551
JY4,2518,173.577,77.305,2.738,19.838,17.597
JY4,2518.125,176.757,77.576,2.744,19.567,16.607
JY4,2518.25,179.563,77.81,2.747,19.288,15.945
JY4,2518.375,180.812,77.994,2.748,19.077,15.806
JY4,2518.5,179.47,78.199,2.747,18.917,16.105
JY4,2518.625,176.259,78.391,2.747,18.722,16.607
JY4,2518.75,173.833,78.495,2.746,18.446,17.052
JY4,2518.875,173.68,78.358,2.745,18.217,17.345
JY4,2519,174.486,77.816,2.747,18.29,17.59
JY4,2519.125,173.623,76.977,2.752,18.656,17.966
JY4,2519.25,170.757,76.201,2.759,18.85,18.475
JY4,2519.375,167.566,75.77,2.76,18.591,18.948
JY4,2519.5,165.181,75.739,2.755,18.378,19.202
JY4,2519.625,163.786,76.002,2.748,18.867,19.234
JY4,2519.75,163.928,76.33,2.746,20.052,19.179
JY4,2519.875,166.223,76.523,2.747,21.009,19.131
JY4,2520,169.888,76.629,2.748,20.893,19.064
JY4,2520.125,172.938,76.828,2.748,19.916,18.906
JY4,2520.25,174.363,77.159,2.749,18.932,18.675
JY4,2520.375,174.576,77.568,2.748,18.385,18.39
JY4,2520.5,173.756,77.907,2.747,18.285,17.658
JY4,2520.625,171.722,77.899,2.746,18.421,15.94
JY4,2520.75,169.485,77.478,2.745,18.742,13.232
JY4,2520.875,169.277,76.927,2.741,19.257,10.463
JY4,2521,171.217,76.554,2.737,19.699,8.702
JY4,2521.125,172.916,76.461,2.732,19.753,8.618
JY4,2521.25,172.666,76.586,2.726,19.512,10.444
JY4,2521.375,171.684,76.785,2.725,19.379,13.625
JY4,2521.5,172.17,76.943,2.733,19.651,16.504
JY4,2521.625,173.641,77.069,2.748,20.12,17.277
JY4,2521.75,173.163,77.26,2.765,20.338,15.784
JY4,2521.875,168.31,77.533,2.779,19.981,13.558
JY4,2522,161.315,77.526,2.787,19.303,12.132
JY4,2522.125,157.044,76.857,2.79,19.055,12.033
JY4,2522.25,158.896,75.904,2.787,19.718,13.174
JY4,2522.375,165.204,75.341,2.78,21.017,14.97
JY4,2522.5,172.255,75.273,2.766,21.999,16.57
JY4,2522.625,177.333,75.755,2.755,21.911,17.315
JY4,2522.75,179.525,76.838,2.75,21.009,17.232
JY4,2522.875,178.966,77.825,2.752,19.992,16.66
JY4,2523,176.811,78.015,2.756,19.383,15.844
JY4,2523.125,174.71,77.699,2.755,19.334,14.999
JY4,2523.25,174.232,77.518,2.751,19.68,14.445
JY4,2523.375,175.675,77.645,2.746,20.046,14.432
JY4,2523.5,177.546,77.957,2.741,20.267,15.006
JY4,2523.625,177.875,78.362,2.733,20.459,15.992
JY4,2523.75,177.045,78.718,2.722,20.723,16.959
JY4,2523.875,176.762,78.896,2.715,20.934,17.531
JY4,2524,177.43,78.969,2.717,20.852,17.669
JY4,2524.125,177.546,79.068,2.726,20.507,17.627
JY4,2524.25,176.06,79.168,2.736,20.25,17.629
JY4,2524.375,173.723,79.147,2.742,20.139,17.708
JY4,2524.5,171.476,78.907,2.746,19.92,17.782
JY4,2524.625,170.064,78.504,2.745,19.574,17.737
JY4,2524.75,169.94,78.115,2.738,19.421,17.545
JY4,2524.875,170.776,77.828,2.731,19.687,17.291
JY4,2525,171.442,77.584,2.729,20.157,17.11
JY4,2525.125,171.335,77.339,2.736,20.49,17.088
JY4,2525.25,171.082,77.109,2.747,20.694,17.228
JY4,2525.375,171.532,76.933,2.756,20.779,17.458
JY4,2525.5,172.235,76.939,2.763,20.596,17.616
JY4,2525.625,172.127,77.231,2.77,20.284,17.482
JY4,2525.75,170.848,77.705,2.775,20.147,16.919
JY4,2525.875,168.705,78.175,2.773,20.203,16.087
JY4,2526,166.136,78.583,2.766,20.234,15.332
JY4,2526.125,164.525,78.901,2.757,20.195,14.943
JY4,2526.25,165.275,79.08,2.75,20.305,15.018
JY4,2526.375,168.163,79.187,2.744,20.583,15.513
JY4,2526.5,171.018,79.252,2.741,20.665,16.195
JY4,2526.625,172.28,79.089,2.741,20.45,16.76
JY4,2526.75,172.277,78.65,2.745,20.289,17.014
JY4,2526.875,171.638,78.159,2.75,20.437,17.066
