Well Name,…Ó∂»,GR,AC,DEN,CNL,LLS
JY4,2587.75,300.131,78.399,2.512,11.167,42.596
JY4,2587.875,330.458,78.564,2.516,11.654,26.68
JY4,2588,364.088,79.018,2.511,12.149,17.177
JY4,2588.125,398.465,79.7,2.496,12.516,13.557
JY4,2588.25,429.312,80.752,2.478,12.623,12.933
JY4,2588.375,445.232,82.068,2.471,12.345,13.649
JY4,2588.5,430.285,83.141,2.483,11.638,15.19
JY4,2588.625,371.595,83.569,2.52,10.485,18.39
JY4,2588.75,281.834,83.054,2.58,9.013,26.989
JY4,2588.875,190.535,81.131,2.658,7.614,47.982
JY4,2589,126.457,77.232,2.739,6.596,89.649
JY4,2589.125,101.807,71.422,2.798,6.22,145.869
JY4,2589.25,116.474,64.82,2.809,6.433,190.1
JY4,2589.375,162.027,58.872,2.771,7.233,192.114
JY4,2589.5,218.844,55.035,2.711,8.681,150.975
JY4,2589.625,262.891,54.784,2.655,10.712,94.285
JY4,2589.75,280.285,58.592,2.612,12.907,50.867
JY4,2589.875,274.516,65.051,2.573,14.153,28.12
JY4,2590,257.164,72.205,2.532,13.952,18.766
JY4,2590.125,237.892,78.361,2.497,12.961,15.072
JY4,2590.25,221.308,82.177,2.478,11.916,12.899
JY4,2590.375,208.817,83.353,2.475,11.178,10.992
JY4,2590.5,200.045,83.064,2.483,10.851,9.567
JY4,2590.625,194.062,82.631,2.493,10.66,9.3
JY4,2590.75,190.186,82.146,2.502,10.37,11.066
JY4,2590.875,188.308,81.253,2.513,10.127,14.941
JY4,2591,188.287,79.976,2.528,10.217,19.072
JY4,2591.125,188.982,78.506,2.542,10.477,20.414
JY4,2591.25,188.949,77.514,2.55,10.442,18.098
JY4,2591.375,187.868,77.564,2.548,9.972,14.385
JY4,2591.5,187.79,78.006,2.539,9.443,12.346
JY4,2591.625,190.171,77.984,2.527,9.155,13.433
JY4,2591.75,192.777,77.521,2.519,9.218,17.573
JY4,2591.875,192.561,76.809,2.515,9.504,23.153
JY4,2592,189.234,76.126,2.513,9.811,28.105
JY4,2592.125,184.807,76.359,2.51,9.94,31.884
JY4,2592.25,180.12,77.821,2.507,9.823,37.053
JY4,2592.375,174.193,79.155,2.509,9.493,46.985
JY4,2592.5,167.033,79.084,2.515,9.128,60.094
JY4,2592.625,160.109,78.029,2.519,8.916,70.162
JY4,2592.75,154.578,76.834,2.515,9.011,72.194
JY4,2592.875,150.1,75.965,2.505,9.33,67.705
JY4,2593,145.614,75.734,2.496,9.721,62.209
JY4,2593.125,141.099,75.974,2.491,10.003,59.553
JY4,2593.25,137.77,76.172,2.492,10.182,58.915
JY4,2593.375,136.183,76.052,2.5,10.478,57.112
JY4,2593.5,134.963,75.752,2.511,11.205,51.523
JY4,2593.625,132.361,75.916,2.524,12.394,42.976
JY4,2593.75,128.848,76.891,2.537,13.682,34.444
JY4,2593.875,127.437,78.357,2.547,14.455,27.747
JY4,2594,130.217,79.826,2.551,14.634,22.419
JY4,2594.125,136.842,80.967,2.549,14.648,17.553
JY4,2594.25,145.13,81.43,2.547,14.925,13.342
JY4,2594.375,153.015,81.035,2.551,15.574,10.584
JY4,2594.5,159.693,80.352,2.561,16.428,10.206
JY4,2594.625,165.486,80.421,2.57,17.227,12.889
JY4,2594.75,170.874,81.418,2.577,17.928,18.352
JY4,2594.875,175.235,82.968,2.586,18.567,24.506
JY4,2595,177.627,85.063,2.604,18.904,28.422
JY4,2595.125,177.957,87.161,2.635,18.683,28.884
JY4,2595.25,176.941,88.117,2.672,17.981,27.067
JY4,2595.375,175.122,87.251,2.709,17.059,24.753
JY4,2595.5,170.967,84.838,2.743,16.171,22.763
JY4,2595.625,159.894,81.722,2.774,15.307,21.581
JY4,2595.75,138.997,78.652,2.801,13.933,21.994
