Well Name,Depth,GR,AC,DEN,K,Facies
JY1,2335.5,157.434,258.943,2.697,166.514,2
JY1,2335.625,156.35,259.553,2.691,164.992,2
JY1,2335.75,158.093,259.684,2.688,163.574,2
JY1,2335.875,161.895,259.481,2.69,163.847,2
JY1,2336,164.851,259.277,2.692,166.048,2
JY1,2336.125,165.915,259.576,2.693,168.219,2
JY1,2336.25,165.748,260.74,2.688,168.274,2
JY1,2336.375,165.975,262.728,2.678,166.883,2
JY1,2336.5,167.686,265.017,2.668,165.702,2
JY1,2336.625,170.67,267.149,2.663,165.225,2
JY1,2336.75,173.633,268.684,2.664,164.481,2
JY1,2336.875,175.54,269.268,2.668,163.725,2
JY1,2337,176.41,268.665,2.672,164.389,2
JY1,2337.125,176.665,267.081,2.676,166.264,2
JY1,2337.25,176.018,264.896,2.68,167.802,2
JY1,2337.375,173.993,262.351,2.684,167.763,2
JY1,2337.5,170.53,259.766,2.685,166.565,2
JY1,2337.625,167.16,257.536,2.687,164.377,2
JY1,2337.75,166.167,255.883,2.688,162.177,2
JY1,2337.875,167.838,254.712,2.688,160.605,2
JY1,2338,171.421,254.144,2.683,159.427,2
JY1,2338.125,176.687,254.4,2.675,158.545,2
JY1,2338.25,183.425,255.286,2.668,158.447,2
JY1,2338.375,190.251,256.43,2.661,159.902,2
JY1,2338.5,195.283,257.385,2.649,161.728,2
JY1,2338.625,197.556,257.7,2.637,162.034,2
JY1,2338.75,197.576,256.985,2.634,160.576,2
JY1,2338.875,196.527,255.509,2.637,158.886,2
JY1,2339,195.907,254.056,2.638,158.355,2
JY1,2339.125,195.275,253.255,2.631,159.214,2
JY1,2339.25,191.87,253.229,2.62,159.574,2
JY1,2339.375,184.473,254.41,2.618,157.794,2
JY1,2339.5,176.694,258.418,2.626,156.105,2
JY1,2339.625,171.902,267.284,2.625,157.237,2
JY1,2339.75,170.125,281.099,2.599,161.148,2
JY1,2339.875,169,295.571,2.541,164.534,2
JY1,2340,167.375,304.407,2.472,165.957,2
JY1,2340.125,165.34,302.983,2.426,165.772,2
JY1,2340.25,162.575,291.011,2.434,165.665,2
JY1,2340.375,158.507,272.548,2.477,167.012,2
JY1,2340.5,153.12,253.806,2.525,169.914,2
JY1,2340.625,145.975,240.244,2.574,173.112,2
JY1,2342,137.184,245.938,2.604,174.944,2
JY1,2342.125,141.09,256.184,2.6,181.506,2
JY1,2342.25,142.754,263.351,2.61,188.677,2
JY1,2342.375,144.312,268.553,2.626,194.476,2
JY1,2342.5,147.481,272.657,2.636,197.429,2
JY1,2342.625,152.729,275.75,2.637,197.889,2
JY1,2342.75,158.922,277.193,2.635,196.76,2
JY1,2342.875,163.732,276.566,2.638,195.932,2
JY1,2343,165.822,274.444,2.644,195.844,2
JY1,2343.125,165.903,272.033,2.649,193.849,2
JY1,2343.25,166.055,270.187,2.652,186.957,2
JY1,2343.375,166.834,269.229,2.656,178.422,2
JY1,2343.5,166.847,268.848,2.663,172.525,2
JY1,2343.625,165.415,268.386,2.668,170.412,2
JY1,2343.75,164.364,267.5,2.666,169.453,2
JY1,2343.875,165.301,266.657,2.659,167.947,2
JY1,2344,167.604,266.287,2.651,166.059,2
JY1,2344.125,170.126,266.087,2.649,163.7,2
JY1,2344.25,172.477,265.401,2.646,160.056,2
JY1,2344.375,174.92,263.623,2.641,155.069,2
JY1,2344.5,177.945,260.563,2.635,148.832,2
JY1,2344.625,181.578,256.88,2.632,139.746,2
JY1,2344.75,184.975,254.17,2.631,126.746,2
JY1,2344.875,188.231,253.678,2.632,110.872,2
JY1,2345,193.387,255.279,2.629,96.101,2
JY1,2345.125,200.832,257.464,2.625,86.59,2
JY1,2345.25,206.775,258.182,2.625,84.606,2
JY1,2345.375,207.26,255.788,2.632,89.55,2
JY1,2345.5,202.811,250.415,2.643,99.551,2
JY1,2345.625,197.057,244.032,2.65,112.895,2
JY1,2345.75,193.221,239.319,2.648,125.785,2
JY1,2345.875,191.928,237.967,2.64,135.507,2
JY1,2346,192.647,240.126,2.63,140.412,2
JY1,2346.125,194.677,244.38,2.624,142.372,2
JY1,2346.25,197.221,248.545,2.626,143.472,2
JY1,2346.375,199.124,251.182,2.637,145.874,2
JY1,2346.5,199.304,252.422,2.651,150.445,2
JY1,2346.625,197.242,253.551,2.66,156.869,2
JY1,2346.75,193.714,255.669,2.66,162.613,2
JY1,2346.875,190.324,259.022,2.654,165.728,2
JY1,2347,187.831,263.22,2.647,165.986,2
JY1,2347.125,185.61,267.533,2.642,165.759,2
JY1,2347.25,183.376,271.151,2.639,166.565,2
JY1,2347.375,181.727,273.614,2.637,167.295,2
JY1,2347.5,180.413,275.074,2.636,166.095,2
JY1,2347.625,178.022,276.087,2.637,164.281,2
JY1,2347.75,174.662,276.98,2.638,164.502,2
JY1,2347.875,172.522,277.846,2.639,166.61,2
JY1,2348,173.402,278.626,2.638,169.207,2
JY1,2348.125,176.983,279.151,2.637,171.596,2
JY1,2348.25,181.213,279.322,2.638,173.874,2
JY1,2348.375,183.979,279.262,2.638,176.552,2
JY1,2348.5,184.442,279.249,2.634,180.1,2
JY1,2348.625,183.404,279.531,2.626,183.847,2
JY1,2348.75,182.863,280.197,2.618,186.691,2
JY1,2348.875,184.51,281.099,2.615,190.537,2
JY1,2349,188.53,281.834,2.615,197.62,2
JY1,2349.125,193.26,281.896,2.616,205.565,2
JY1,2349.25,196.45,280.971,2.618,208.544,2
JY1,2349.375,197.887,279.098,2.624,205.414,2
JY1,2349.5,199.298,276.668,2.633,199.097,2
JY1,2349.625,202.246,274.372,2.644,194.171,2
JY1,2349.75,206.445,272.912,2.652,191.897,2
JY1,2349.875,209.68,272.67,2.655,191.972,2
JY1,2350,209.773,273.427,2.653,193.571,2
JY1,2350.125,206.527,274.385,2.647,196.18,2
JY1,2350.25,200.711,274.556,2.638,198.614,2
JY1,2350.375,191.689,273.214,2.631,199.8,2
JY1,2350.5,178.932,269.829,2.635,198.652,2
JY1,2350.625,163.952,264.68,2.649,195.399,2
JY1,2350.75,151.202,259.291,2.67,191.548,2
JY1,2350.875,145.69,255.863,2.686,188.763,2
JY1,2351,149.458,255.863,2.689,186.651,2
JY1,2351.125,159.692,259.504,2.681,184.314,2
JY1,2351.25,171.346,265.88,2.668,182.217,2
JY1,2351.375,181.199,272.991,2.66,181.126,2
JY1,2351.5,188.002,278.623,2.66,179.545,2
JY1,2351.625,191.693,281.893,2.664,176.198,2
JY1,2351.75,193.416,283.431,2.666,172.837,2
JY1,2351.875,195.702,284.028,2.658,172.15,2
JY1,2352,200.074,284.068,2.641,174.866,2
JY1,2352.125,204.518,283.641,2.624,179.42,2
JY1,2352.25,205.83,282.611,2.616,183.261,2
JY1,2352.375,203.279,280.771,2.618,184.793,2
JY1,2352.5,198.474,277.878,2.624,184.047,2
JY1,2352.625,192.275,273.732,2.631,182.692,2
JY1,2352.75,183.399,268.255,2.636,183.051,2
JY1,2352.875,171.311,261.587,2.636,186.1,2
JY1,2353,158.304,254.315,2.639,191.138,2
JY1,2353.125,148.413,247.466,2.652,195.518,2
JY1,2353.25,143.777,242.215,2.67,197.434,2
JY1,2353.375,143.584,239.224,2.686,198.362,2
JY1,2353.5,145.663,238.348,2.69,200.264,2
JY1,2353.625,148.314,239.158,2.683,204.276,2
JY1,2353.75,150.738,241.06,2.667,208.648,2
JY1,2353.875,152.155,243.592,2.65,210.721,2
JY1,2354,152.327,246.374,2.636,208.833,2
JY1,2354.125,151.918,248.936,2.627,204.256,2
JY1,2354.25,151.229,250.7,2.625,197.248,2
JY1,2354.375,149.754,251.136,2.627,186.343,2
JY1,2354.5,147.365,250.018,2.629,171.86,2
JY1,2354.625,145.065,247.479,2.628,156.464,2
JY1,2354.75,143.667,244.478,2.623,146.259,2
JY1,2354.875,143.208,242.303,2.62,145.163,2
JY1,2355,143.342,241.818,2.624,153.399,2
JY1,2355.125,143.578,242.763,2.632,165.421,2
JY1,2355.25,143.105,244.337,2.638,176.698,2
JY1,2355.375,141.778,245.626,2.638,185.201,2
JY1,2355.5,140.544,245.836,2.636,190.473,2
JY1,2355.625,140.304,244.632,2.637,192.761,2
JY1,2355.75,140.137,242.49,2.641,193.981,2
JY1,2355.875,138.396,240.148,2.647,197.174,2
JY1,2356,135.603,237.908,2.653,202.535,2
JY1,2356.125,133.776,235.881,2.659,206.188,2
JY1,2356.25,133.906,234.376,2.663,205.534,2
JY1,2356.375,135.226,233.815,2.661,201.426,2
JY1,2356.5,136.855,234.202,2.655,196.067,2
JY1,2356.625,138.097,235.232,2.648,189.207,2
JY1,2356.75,138.369,236.583,2.645,178.773,2
JY1,2356.875,138.222,237.928,2.645,165.415,2
JY1,2357,139.551,239.007,2.643,152.73,2
JY1,2357.125,142.548,239.755,2.638,145.055,2
JY1,2357.25,145.066,240.28,2.633,142.798,2
JY1,2357.375,145.129,240.634,2.63,144.181,2
JY1,2357.5,143.361,240.677,2.63,146.779,2
JY1,2357.625,141.141,240.306,2.632,149.453,2
JY1,2357.75,138.563,239.535,2.636,151.684,2
JY1,2357.875,135.498,238.597,2.64,152.498,2
JY1,2358,133.341,237.741,2.645,152.203,2
JY1,2358.125,133.465,237.423,2.649,151.715,2
JY1,2358.25,135.794,238.059,2.652,150.886,2
JY1,2358.375,138.744,239.299,2.654,148.961,2
JY1,2358.5,141.021,240.411,2.654,146.255,2
JY1,2358.625,142.538,241.211,2.652,144.251,2
JY1,2358.75,143.86,241.588,2.652,143.27,2
JY1,2358.875,144.692,241.352,2.655,143.167,2
JY1,2359,143.925,240.716,2.657,143.458,2
JY1,2359.125,141.42,240.099,2.654,143.657,2
JY1,2359.25,138.661,239.647,2.648,142.745,2
JY1,2359.375,137.31,239.158,2.643,141.153,2
JY1,2359.5,137.3,238.548,2.64,140.156,2
JY1,2359.625,137.904,238.112,2.64,140.397,2
JY1,2359.75,138.667,238.085,2.641,139.974,2
JY1,2359.875,138.664,238.315,2.64,137.417,2
JY1,2360,137.747,238.522,2.634,134.496,2
JY1,2360.125,137.386,238.712,2.626,133.34,2
JY1,2360.25,138.579,238.771,2.618,134.245,2
JY1,2360.375,140.339,238.531,2.615,135.805,2
JY1,2360.5,140.692,237.797,2.619,137.469,2
JY1,2360.625,139.277,236.452,2.627,138.462,2
JY1,2360.75,137.551,235.087,2.639,138.316,2
JY1,2360.875,136.836,234.638,2.649,138.169,2
JY1,2361,137.61,235.183,2.655,140.327,2
JY1,2361.125,139.577,236.422,2.652,143.784,2
JY1,2361.25,141.532,238.076,2.641,145.773,2
JY1,2361.375,142.443,239.292,2.628,144.78,2
JY1,2361.5,141.958,239.565,2.618,142.599,2
JY1,2361.625,140.208,239.092,2.615,140.364,2
JY1,2361.75,137.653,238.072,2.616,137.619,2
JY1,2361.875,135.498,236.937,2.618,134.396,2
JY1,2362,134.886,236.544,2.622,132.798,2
JY1,2362.125,136.342,236.947,2.627,133.806,2
JY1,2362.25,139.321,237.912,2.63,136.791,2
JY1,2362.375,143.076,239.43,2.63,139.715,2
JY1,2362.5,146.809,241.132,2.628,141.664,2
JY1,2362.625,149.057,242.221,2.626,142.965,2
JY1,2362.75,148.882,242.294,2.626,144.289,2
JY1,2362.875,147.084,241.726,2.625,144.883,2
JY1,2363,145.984,241.428,2.623,143.474,2
JY1,2363.125,146.784,241.72,2.619,140.461,2
JY1,2363.25,148.477,242.313,2.616,137.835,2
JY1,2363.375,149.273,242.467,2.622,137.071,2
JY1,2363.5,148.634,241.244,2.633,137.403,2
JY1,2363.625,147.823,238.469,2.644,138.125,2
JY1,2363.75,148.592,235.622,2.65,138.904,2
JY1,2363.875,151.377,233.854,2.65,138.56,2
JY1,2364,154.398,233.461,2.641,137.398,2
JY1,2364.125,156.216,234.74,2.624,137.381,2
JY1,2364.25,156.664,237.18,2.607,139.08,2
JY1,2364.375,156.751,239.007,2.601,140.861,2
JY1,2364.5,156.743,239.716,2.606,140.622,2
JY1,2364.625,156.364,239.873,2.616,138.736,2
JY1,2364.75,156.165,239.725,2.622,137.079,2
JY1,2364.875,156.101,239.624,2.622,136.74,2
JY1,2365,155.235,239.706,2.62,137.947,2
JY1,2365.125,152.887,239.676,2.617,140.202,2
JY1,2365.25,148.925,239.338,2.619,142.037,2
JY1,2365.375,144.682,238.135,2.626,142.596,2
JY1,2365.5,141.71,236.235,2.637,141.722,2
JY1,2365.625,141.334,234.661,2.644,139.655,2
JY1,2365.75,143.695,234.015,2.642,136.929,2
JY1,2365.875,147.501,234.874,2.634,134.985,2
JY1,2366,150.997,237.534,2.626,134.851,2
JY1,2366.125,153.23,241.713,2.622,136.86,2
JY1,2366.25,153.99,246.741,2.618,140.167,2
JY1,2366.375,153.768,250.733,2.614,144.056,2
JY1,2366.5,153.363,251.642,2.61,147.726,2
JY1,2366.625,152.927,250.618,2.606,149.496,2
JY1,2366.75,152.334,248.165,2.605,148.681,2
JY1,2366.875,151.699,244.472,2.609,146.574,2
JY1,2367,151.661,241.27,2.617,145.798,2
JY1,2367.125,152.52,239.689,2.625,147.093,2
JY1,2367.25,153.682,239.145,2.626,148.905,2
JY1,2367.375,153.994,238.896,2.621,149.384,2
JY1,2367.5,153.38,237.925,2.614,148.409,2
JY1,2367.625,153.41,237.459,2.61,147.65,2
JY1,2367.75,157.005,239.414,2.604,148.865,2
JY1,2367.875,164.218,243.573,2.598,152.096,2
JY1,2368,173.31,248.411,2.596,155.05,2
JY1,2368.125,181.435,252.35,2.601,156.543,2
JY1,2368.25,188.806,252.714,2.611,156.697,2
JY1,2368.375,196.949,250.254,2.617,156.765,2
JY1,2368.5,204.078,247.522,2.617,156.737,2
JY1,2368.625,206.251,245.282,2.612,156.265,2
JY1,2368.75,199.543,243.563,2.608,156.139,2
JY1,2368.875,186.123,243.93,2.607,156.091,2
JY1,2369,171.748,245.393,2.612,155.019,2
JY1,2369.125,161.778,245.4,2.623,152.357,2
JY1,2369.25,157.538,243.901,2.631,148.092,2
JY1,2369.375,157.556,243.425,2.635,143.865,2
JY1,2369.5,158.865,243.294,2.635,141.2,2
JY1,2369.625,159.36,241.798,2.635,141.365,2
JY1,2369.75,158.639,240.057,2.635,144.226,2
JY1,2369.875,157.634,239.41,2.634,148.237,2
JY1,2370,157.27,241.05,2.635,151.61,2
JY1,2370.125,157.803,243.389,2.638,153.58,2
JY1,2370.25,158.708,243.629,2.641,154.077,2
JY1,2370.375,159.21,243.045,2.642,153.703,2
JY1,2370.5,158.624,241.762,2.646,153.292,2
JY1,2370.625,156.587,237.239,2.651,152.853,2
JY1,2370.75,153.507,232.952,2.655,152.231,2
JY1,2370.875,151.321,232.103,2.651,151.594,2
JY1,2371,151.764,233.136,2.64,151.674,2
JY1,2371.125,154.489,234.976,2.626,152.679,2
JY1,2371.25,156.379,237.528,2.613,153.868,2
JY1,2371.375,156.115,239.289,2.606,154.017,2
JY1,2371.5,154.924,240.014,2.604,153.267,2
JY1,2371.625,155.103,239.906,2.609,153.435,2
JY1,2371.75,156.882,239.322,2.618,157.618,2
JY1,2371.875,159.642,239.433,2.627,165.333,2
JY1,2372,162.721,240.404,2.63,174.615,2
JY1,2372.125,165.408,240.667,2.628,182.533,2
JY1,2372.25,166.385,240.214,2.629,189.8,2
JY1,2372.375,165.596,240.112,2.637,198.044,2
JY1,2372.5,163.513,239.581,2.643,204.987,2
JY1,2372.625,161.189,238.272,2.643,206.438,2
JY1,2372.75,158.368,237.708,2.639,198.54,2
JY1,2372.875,154.729,237.452,2.636,184.381,2
JY1,2373,150.943,236.563,2.632,170.007,2
JY1,2373.125,147.889,235.793,2.626,160.665,2
JY1,2373.25,146.198,235.045,2.62,157.123,2
JY1,2373.375,146.002,233.526,2.62,157.611,2
JY1,2373.5,147.011,232.611,2.628,159.022,2
JY1,2373.625,148.648,232.857,2.639,159.402,2
JY1,2373.75,149.41,232.103,2.65,158.549,2
JY1,2373.875,148.908,229.938,2.661,157.528,2
JY1,2374,148.131,228.377,2.669,157.241,2
JY1,2374.125,148.988,228.078,2.668,157.865,2
JY1,2374.25,151.485,228.111,2.657,158.797,2
JY1,2374.375,154.892,230.453,2.639,159.253,2
JY1,2374.5,159.051,236.324,2.624,158.56,2
JY1,2374.625,163.005,240.873,2.615,156.392,2
JY1,2374.75,163.811,241.316,2.616,153.236,2
JY1,2374.875,159.884,240.116,2.625,151.145,2
JY1,2375,153.385,237.816,2.633,151.819,2
JY1,2375.125,149.201,234.074,2.636,154.721,2
JY1,2375.25,147.989,231.824,2.633,156.516,2
JY1,2375.375,148.919,232.168,2.632,156.083,2
JY1,2375.5,151.989,233.287,2.635,154.834,2
JY1,2375.625,157.334,234.618,2.639,155.123,2
JY1,2375.75,162.664,237.052,2.64,157.007,2
JY1,2375.875,163.921,240.191,2.637,159.824,2
JY1,2376,160.271,242.799,2.631,162.914,2
JY1,2376.125,155.851,244.334,2.625,165.563,2
JY1,2376.25,154.384,244.383,2.625,166.434,2
JY1,2376.375,156.159,243.681,2.63,165.548,2
JY1,2376.5,157.536,243.005,2.639,163.4,2
JY1,2376.625,156.116,241.687,2.644,161.076,2
JY1,2376.75,152.667,239.886,2.642,158.235,2
JY1,2376.875,150.105,239.069,2.634,154.564,2
JY1,2377,150.037,239.046,2.626,150.788,2
JY1,2377.125,152.745,239.069,2.621,147.771,2
JY1,2377.25,156.022,240.06,2.619,146.137,2
JY1,2377.375,157.578,242.271,2.618,145.997,2
JY1,2377.5,156.158,243.389,2.62,147.044,2
JY1,2377.625,152.721,241.008,2.629,148.696,2
JY1,2377.75,149.047,237.915,2.642,149.43,2
JY1,2377.875,147.677,236.629,2.653,148.894,2
JY1,2378,150.002,237.36,2.655,148.114,2
JY1,2378.125,156.116,240.696,2.644,149.005,2
JY1,2378.25,162.566,246.423,2.627,151.529,2
JY1,2378.375,166.232,251.665,2.615,154.939,2
JY1,2378.5,166.688,255.85,2.61,159.1,2
JY1,2378.625,166.212,259.189,2.611,163.044,2
JY1,2378.75,165.919,261.049,2.614,163.817,2
JY1,2378.875,166.151,262.203,2.617,159.869,2
JY1,2379,166.711,263.578,2.616,153.372,2
JY1,2379.125,166.995,264.106,2.611,149.201,2
JY1,2379.25,165.944,263.259,2.604,147.987,2
JY1,2379.375,163.809,261.741,2.597,148.901,2
JY1,2379.5,161.753,260.36,2.592,151.947,2
JY1,2379.625,160.73,259.169,2.589,157.282,2
JY1,2379.75,160.802,258.234,2.591,162.646,2
JY1,2379.875,162.091,258.205,2.595,163.978,2
JY1,2380,164.183,259.438,2.596,160.35,2
JY1,2380.125,165.988,261.15,2.591,155.881,2
JY1,2380.25,166.16,262.83,2.586,154.342,2
JY1,2380.375,164.573,264.142,2.582,156.122,2
JY1,2380.5,162.002,264.476,2.581,157.573,2
JY1,2380.625,160.061,263.807,2.582,156.217,2
JY1,2380.75,159.24,263.135,2.587,152.755,2
JY1,2380.875,158.5,262.958,2.593,150.111,2
JY1,2381,156.02,262.495,2.604,149.938,2
JY1,2381.125,152.066,260.471,2.614,152.615,2
JY1,2381.25,148.649,257.362,2.621,155.95,2
JY1,2381.375,147.637,254.8,2.626,157.637,2
JY1,2381.5,149.197,253.574,2.63,156.318,2
JY1,2381.625,152.418,253.675,2.628,152.913,2
JY1,2381.75,155.404,255.617,2.615,149.13,2
JY1,2381.875,157.776,258.52,2.595,147.562,2
JY1,2382,160.422,260.839,2.574,149.659,2
JY1,2382.125,163.538,261.921,2.559,155.716,2
JY1,2382.25,165.422,262.62,2.551,162.324,2
JY1,2382.375,164.725,263.535,2.549,166.198,2
JY1,2382.5,162.929,264.335,2.551,166.72,2
JY1,2382.625,161.122,264.316,2.551,166.235,2
JY1,2382.75,159.393,263.532,2.549,165.904,2
JY1,2382.875,157.891,262.384,2.552,166.109,2
JY1,2383,157.379,261.311,2.561,166.681,2
JY1,2383.125,157.775,261.255,2.573,167.071,2
JY1,2383.25,158.544,262.285,2.579,166.119,2
JY1,2383.375,159.325,263.236,2.576,163.988,2
JY1,2383.5,159.567,262.623,2.571,161.851,2
JY1,2383.625,158.851,260.616,2.568,160.734,2
JY1,2383.75,157.976,258.576,2.568,160.692,2
JY1,2383.875,158.202,257.405,2.562,161.894,2
JY1,2384,159.231,257.136,2.554,163.991,2
JY1,2384.125,159.36,258.398,2.547,165.953,2
JY1,2384.25,158.172,260.544,2.547,166.308,2
JY1,2384.375,157.112,261.691,2.55,164.85,2
JY1,2384.5,158.441,261.465,2.552,162.224,2
JY1,2384.625,162.385,261.081,2.549,160.155,2
JY1,2384.75,167.153,261.108,2.543,159.3,2
JY1,2384.875,170.484,261.337,2.535,158.762,2
JY1,2385,171.894,261.213,2.528,156.487,2
JY1,2385.125,172.635,260.675,2.526,152.506,2
JY1,2385.25,173.839,260.032,2.531,148.811,2
JY1,2385.375,175.284,259.605,2.543,147.473,2
JY1,2385.5,176.081,259.563,2.555,148.786,2
JY1,2385.625,176.166,260.081,2.565,152.022,2
JY1,2385.75,176.081,261.318,2.576,155.093,2
JY1,2385.875,176.119,263.079,2.593,157.433,2
JY1,2386,176.09,264.394,2.607,159.978,2
JY1,2386.125,176.377,265.014,2.609,163.223,2
JY1,2386.25,177.285,265.5,2.591,165.495,2
JY1,2386.375,178.393,265.89,2.565,164.983,2
JY1,2386.5,178.762,266.06,2.543,163.195,2
JY1,2386.625,178.068,266.526,2.531,161.38,2
JY1,2386.75,177.421,267.261,2.523,159.644,2
JY1,2386.875,178.268,267.71,2.515,157.994,2
JY1,2387,180.12,267.723,2.511,157.328,2
JY1,2387.125,181.013,267.195,2.512,157.656,2
JY1,2387.25,179.6,266.001,2.517,158.406,2
JY1,2387.375,177.374,264.932,2.519,159.256,2
JY1,2387.5,176.818,264.935,2.517,159.674,2
JY1,2387.625,178.305,265.5,2.515,159.031,2
JY1,2387.75,179.643,264.634,2.52,157.971,2
JY1,2387.875,179.773,261.416,2.534,158,2
JY1,2388,181.385,257.139,2.554,159.16,2
JY1,2388.125,187.319,253.232,2.569,159.562,2
JY1,2388.25,195.833,250.195,2.572,158.44,2
JY1,2388.375,200.484,250.444,2.565,156.967,2
JY1,2388.5,198.151,255.102,2.555,157.758,2
JY1,2388.625,191.229,260.881,2.546,161.438,2
JY1,2388.75,184.637,264.345,2.541,166.437,2
JY1,2388.875,180.491,265.467,2.536,170.177,2
JY1,2389,178.262,263.899,2.534,171.766,2
JY1,2389.125,177.347,259.907,2.532,172.413,2
JY1,2389.25,179.185,255.669,2.53,173.525,2
JY1,2389.375,184.941,252.635,2.524,175.088,2
JY1,2389.5,192.68,250.7,2.519,176.052,2
JY1,2389.625,199.188,249.552,2.519,176.192,2
JY1,2389.75,202.651,249.149,2.526,176.067,2
JY1,2389.875,203.14,249.165,2.538,176.135,2
JY1,2390,201.672,249.277,2.55,176.06,2
JY1,2390.125,200.124,249.854,2.561,176.199,2
JY1,2390.25,200.902,251.94,2.572,177.013,2
JY1,2390.375,204.625,256.122,2.586,178.246,2
JY1,2390.5,208.148,261.98,2.6,178.899,2
JY1,2390.625,208.051,267.917,2.605,178.294,2
JY1,2390.75,203.331,272.45,2.594,177.305,2
JY1,2390.875,195.962,273.978,2.582,177.809,2
JY1,2391,189.219,270.951,2.579,179.766,2
JY1,2391.125,186.481,265.546,2.588,181.263,2
JY1,2391.25,190.095,262.469,2.599,180.212,2
JY1,2391.375,199.474,261.885,2.6,177.664,2
JY1,2391.5,209.72,262.508,2.587,176.477,2
JY1,2391.625,217.031,264.68,2.571,177.863,2
JY1,2391.75,220.236,266.753,2.561,179.644,2
JY1,2391.875,220.453,266.431,2.56,179.642,2
JY1,2392,218.102,265.096,2.562,180.157,2
JY1,2392.125,213.303,264.345,2.564,184.958,2
JY1,2392.25,207.078,263.512,2.562,194.117,2
JY1,2392.375,201.175,261.99,2.561,200.674,2
JY1,2392.5,197.053,261.059,2.566,199.954,2
JY1,2392.625,195.153,261.8,2.58,193.166,2
JY1,2392.75,194.452,262.876,2.596,185.928,2
JY1,2392.875,193.578,262.771,2.603,181.173,2
JY1,2393,192.333,261.505,2.597,178.677,2
JY1,2393.125,190.343,258.402,2.585,177.171,2
JY1,2393.25,187.242,252.763,2.579,177.806,2
JY1,2393.375,183.959,247.191,2.58,182.709,2
JY1,2393.5,182.704,244.488,2.585,190.589,2
JY1,2393.625,184.707,244.353,2.589,197.922,2
JY1,2393.75,188.016,245.429,2.594,202.303,2
JY1,2393.875,189.639,247.335,2.599,203.498,2
JY1,2394,189.74,249.031,2.603,202.275,2
JY1,2394.125,189.645,249.316,2.601,200.23,2
JY1,2394.25,189.17,248.201,2.593,199.876,2
JY1,2394.375,187.083,246.59,2.589,203.288,2
JY1,2394.5,183.6,244.914,2.591,207.705,2
JY1,2394.625,180.88,243.632,2.599,209.159,2
JY1,2394.75,180.867,243.422,2.607,205.567,2
JY1,2394.875,183.513,243.966,2.61,198.368,2
JY1,2395,185.908,244.098,2.608,190.669,2
