,Well Name,Depth,Facies,GR,AC,DEN,CNL
909,JY51-2,3087.875,4,178.57,82.913,241.339,2.617
910,JY51-2,3088,4,176.388,82.061,240.493,2.615
911,JY51-2,3088.625,4,168.557,81.252,238.547,2.648
912,JY51-2,3088.75,4,166.05,81.988,237.538,2.65
913,JY51-2,3088.875,4,165.266,82.631,236.706,2.65
914,JY51-2,3089.75,4,183.617,83.744,245.566,2.622
915,JY51-2,3089.875,4,184.631,83.621,245.621,2.616
916,JY51-2,3090,4,184.048,83.586,245.346,2.614
917,JY51-2,3091.125,4,202.465,85.976,240.095,2.641
918,JY51-2,3091.25,4,218.361,86.227,240.292,2.646
919,JY51-2,3091.375,4,230.36,86.293,240.653,2.647
920,JY51-2,3091.75,4,230.973,85.625,239.344,2.651
921,JY51-2,3091.875,4,224.817,85.462,238.394,2.656
922,JY51-2,3092,4,215.501,85.426,237.502,2.66
923,JY51-2,3092.75,4,180.91,84.711,232.359,2.646
924,JY51-2,3092.875,4,182.833,84.622,232.57,2.646
925,JY51-2,3093,4,187.042,84.543,233.165,2.646
926,JY51-2,3093.75,4,190.698,84.338,237.722,2.648
927,JY51-2,3093.875,4,188.154,84.231,239.305,2.646
928,JY51-2,3094,4,186.204,84.058,240.33,2.642
929,JY51-2,3094.75,4,194.543,82.812,245.858,2.636
930,JY51-2,3094.875,4,194.153,82.702,246.051,2.641
931,JY51-2,3095,4,192.255,82.653,245.731,2.64
932,JY51-2,3095.75,4,187.398,81.786,241.298,2.615
933,JY51-2,3095.875,4,187.586,81.588,238.998,2.614
934,JY51-2,3096,4,188.935,81.429,236.696,2.615
935,JY51-2,3096.75,3,182.256,80.686,236.111,2.637
936,JY51-2,3096.875,3,180.725,80.617,235.613,2.638
937,JY51-2,3097,3,180.748,80.611,234.721,2.634
938,JY51-2,3097.75,4,182.415,80.379,225.109,2.659
939,JY51-2,3097.875,4,187.478,80.234,226.643,2.654
940,JY51-2,3098,4,190.779,80.15,230.041,2.645
941,JY51-2,3098.75,4,179.885,81.244,236.418,2.627
942,JY51-2,3098.875,4,177.437,81.558,235.154,2.634
943,JY51-2,3099,4,177.88,81.85,234.234,2.64
944,JY51-2,3099.75,4,180.313,82.744,234.413,2.627
945,JY51-2,3099.875,4,181.074,83.015,235.256,2.623
946,JY51-2,3100,4,182.266,83.337,237,2.621
947,JY51-2,3100.75,4,177.452,83.828,242.727,2.63
948,JY51-2,3100.875,4,179.555,83.782,242.597,2.634
949,JY51-2,3101,4,182.562,83.804,242.734,2.641
950,JY51-2,3101.75,4,193.25,84.322,244.073,2.628
951,JY51-2,3101.875,4,194.613,84.565,243.82,2.631
952,JY51-2,3102,4,195.716,84.759,243.292,2.639
953,JY51-2,3102.75,3,175.825,84.324,238.701,2.675
954,JY51-2,3102.875,3,170.635,84.353,239.118,2.665
955,JY51-2,3103,3,168.991,84.436,239.973,2.652
956,JY51-2,3103.75,4,197.258,85.372,247.915,2.617
957,JY51-2,3103.875,4,199.402,85.464,249.876,2.619
958,JY51-2,3104,4,197.59,85.54,250.902,2.62
959,JY51-2,3104.625,4,191.839,86.394,247.279,2.644
960,JY51-2,3104.75,4,190.085,86.502,248.9,2.655
961,JY51-2,3104.875,4,190.832,86.585,251.367,2.659
962,JY51-2,3105.75,4,173.356,87.839,245.236,2.6
963,JY51-2,3105.875,4,171.859,87.918,247.503,2.599
964,JY51-2,3106,4,175.51,88.022,249.679,2.6
965,JY51-2,3106.75,4,186.727,87.7,260.408,2.591
966,JY51-2,3106.875,4,188.457,87.796,259.774,2.59
967,JY51-2,3107,4,190.33,88.001,259.282,2.593
968,JY51-2,3107.625,4,191.686,89.99,258.479,2.599
969,JY51-2,3107.75,4,189.283,90.387,258.381,2.602
970,JY51-2,3107.875,4,188.522,90.733,258.264,2.605
971,JY51-2,3108.75,4,188.018,90.599,260.561,2.627
972,JY51-2,3108.875,4,189.291,90.112,261.824,2.611
973,JY51-2,3109,4,187.283,89.679,262.484,2.604
974,JY51-2,3109.75,4,178.96,88.9,256.354,2.592
975,JY51-2,3109.875,4,180.471,89.038,255.716,2.585
976,JY51-2,3110,4,179.885,89.251,255.325,2.578
977,JY51-2,3110.75,4,191.847,90.7,258.683,2.582
978,JY51-2,3110.875,4,191.334,90.663,258.805,2.583
979,JY51-2,3111,4,189.526,90.479,257.747,2.587
980,JY51-2,3111.75,4,170.925,87.538,253.283,2.606
981,JY51-2,3111.875,4,179.531,87.141,255.058,2.591
982,JY51-2,3112,4,185.418,86.788,256.05,2.579
983,JY51-2,3112.75,4,183.183,84.56,252.286,2.564
984,JY51-2,3112.875,4,181.664,84.454,251.849,2.573
985,JY51-2,3113,4,180.4,84.462,252.493,2.588
986,JY51-2,3113.75,3,181.889,85.093,250.357,2.584
987,JY51-2,3113.875,3,183.554,85.067,249.723,2.583
988,JY51-2,3114,3,187.087,85.001,249.924,2.579
989,JY51-2,3114.75,4,207.024,86.456,253.426,2.56
990,JY51-2,3114.875,4,210.453,86.92,254.503,2.561
991,JY51-2,3115,4,213.125,87.299,255.602,2.562
992,JY51-2,3115.75,4,238.033,89.027,264.561,2.592
993,JY51-2,3115.875,4,241.981,89.286,266.56,2.6
994,JY51-2,3116,4,244.594,89.464,267.363,2.6
995,JY51-2,3116.625,4,223.049,89.409,249.022,2.588
996,JY51-2,3116.75,4,216.3,89.218,247.431,2.601
997,JY51-2,3116.875,4,212.292,88.934,246.204,2.609
998,JY51-2,3117.75,4,210.991,86.973,246.045,2.625
999,JY51-2,3117.875,4,212.119,87.043,247.447,2.616
1000,JY51-2,3118,4,211.245,87.143,247.467,2.611
1001,JY51-2,3118.75,4,201.062,86.065,240.596,2.623
1002,JY51-2,3118.875,4,201.109,85.742,239.036,2.628
1003,JY51-2,3119,4,200.958,85.385,237.898,2.636
1004,JY51-2,3119.75,4,216.691,81.938,246.712,2.602
1005,JY51-2,3119.875,4,216.053,81.805,245.754,2.599
1006,JY51-2,3120,4,213.587,81.84,244.913,2.596
1007,JY51-2,3120.75,4,203.315,80.841,237.562,2.613
1008,JY51-2,3120.875,4,204.388,80.329,238.04,2.608
1009,JY51-2,3121,4,206.197,79.91,240.751,2.596
1010,JY51-2,3121.75,3,197.751,82.348,243.829,2.59
1011,JY51-2,3121.875,3,199.076,83.353,242.273,2.591
1012,JY51-2,3122,3,200.575,84.303,242.398,2.597
1013,JY51-2,3122.75,3,199.617,87.188,244.583,2.581
1014,JY51-2,3122.875,3,194.529,87.296,243.245,2.579
1015,JY51-2,3123,3,190.145,87.344,242.455,2.581
1016,JY51-2,3123.75,4,177.034,87.803,239.938,2.579
1017,JY51-2,3123.875,4,179.197,87.828,240.999,2.579
1019,JY51-2,3124.75,3,220.514,88.132,243.152,2.558
1020,JY51-2,3124.875,3,209.618,88.021,241.784,2.554
1021,JY51-2,3125,3,200.075,87.938,241.279,2.553
1022,JY51-2,3125.75,3,195.766,87.596,240.133,2.59
1023,JY51-2,3125.875,3,198.144,87.496,241.758,2.586
1024,JY51-2,3126,3,200.502,87.365,243.396,2.577
1025,JY51-2,3126.75,3,210.597,87.254,241.373,2.554
1026,JY51-2,3126.875,3,213.353,87.307,240.899,2.562
1027,JY51-2,3127,3,215.856,87.332,241.125,2.565
1028,JY51-2,3127.75,3,220.436,86.589,248.18,2.541
1029,JY51-2,3127.875,3,219.861,86.496,247.951,2.535
1030,JY51-2,3128,3,217.983,86.474,247.286,2.531
1031,JY51-2,3128.75,3,208.031,86.716,248.064,2.554
1032,JY51-2,3128.875,3,208.617,86.818,248.603,2.547
1033,JY51-2,3129,3,211.984,86.998,248.504,2.54
1034,JY51-2,3129.75,3,206.528,88.497,247.599,2.548
1035,JY51-2,3129.875,3,205.527,88.696,247.745,2.541
1036,JY51-2,3130,3,206.843,88.952,247.091,2.535
1037,JY51-2,3130.75,3,209.244,91.377,248.962,2.554
1038,JY51-2,3130.875,3,212.2,91.659,249.2,2.542
1039,JY51-2,3131,3,214.879,91.839,248.329,2.533
1040,JY51-2,3131.75,3,219.961,91.684,245.635,2.561
1041,JY51-2,3131.875,3,235.09,91.747,245.432,2.565
1042,JY51-2,3132,3,253.443,91.821,246.053,2.567
1043,JY51-2,3132.75,3,241.844,91.023,253.556,2.557
1044,JY51-2,3132.875,3,236.655,90.954,252.149,2.549
1045,JY51-2,3133,3,238.573,90.992,251.41,2.541
1046,JY51-2,3133.75,3,233.777,93.004,252.517,2.524
1047,JY51-2,3133.875,3,232.485,93.637,252.896,2.526
1048,JY51-2,3134,3,232.517,94.347,253.473,2.528
1049,JY51-2,3134.875,4,332.175,97.994,262.229,2.56
1050,JY51-2,3135,4,341.333,98.232,261.22,2.549
1051,JY51-2,3135.125,4,336.199,98.39,258.747,2.535
1052,JY51-2,3135.75,3,276.671,98.397,248.399,2.54
1053,JY51-2,3135.875,3,272.344,98.358,246.653,2.532
1054,JY51-2,3136,3,266.95,98.324,244.615,2.522
1055,JY51-2,3136.75,3,274.743,99,242.686,2.496
1056,JY51-2,3136.875,3,293.19,99.162,246.378,2.507
1057,JY51-2,3137,3,322.456,99.329,250.973,2.522
1058,JY51-2,3138.25,3,404.745,100.284,250.672,2.455
1059,JY51-2,3138.375,3,436.878,100.292,251.91,2.454
1060,JY51-2,3138.5,3,457.92,100.375,253.352,2.457
1061,JY51-2,3139.75,3,244.393,102.668,243.332,2.543
1062,JY51-2,3139.875,3,232.701,102.827,247.44,2.516
1063,JY51-2,3140,3,225.779,102.938,249.809,2.503
1064,JY51-2,3140.75,3,217.185,103.791,241.879,2.52
1065,JY51-2,3140.875,3,221.863,103.61,239.404,2.506
1066,JY51-2,3141,3,225.801,103.315,238.477,2.495
1067,JY51-2,3141.75,3,194.118,101.821,237.229,2.49
1068,JY51-2,3141.875,3,184.389,102.104,236.011,2.492
1069,JY51-2,3142,3,176.891,102.628,235.113,2.497
1070,JY51-2,3142.75,4,159.184,104.986,252.069,2.548
1071,JY51-2,3142.875,4,155.465,104.954,254.036,2.562
1072,JY51-2,3143,4,155.957,104.782,254.702,2.564
1073,JY51-2,3143.75,4,193.836,101.402,268.561,2.523
1074,JY51-2,3143.875,4,195.247,100.645,271.254,2.559
1075,JY51-2,3144,4,196.91,99.903,273.09,2.613
1076,JY51-2,3144.75,4,160.242,96.731,226.812,2.753
1077,JY51-2,3144.875,4,137.797,96.323,216.495,2.755
1078,JY51-2,3145,4,110.346,95.926,205.372,2.754
