Well Name,Depth,Facies,GR,AC,DEN,LLS,LLD
JY51-2,3092.75,5,180.91,84.711,232.359,15.002,28.274
JY51-2,3092.875,5,182.833,84.622,232.57,15.086,20.511
JY51-2,3093,5,187.042,84.543,233.165,15.355,13.612
JY51-2,3093.75,5,190.698,84.338,237.722,16.106,44.356
JY51-2,3093.875,5,188.154,84.231,239.305,16.317,44.011
JY51-2,3094,5,186.204,84.058,240.33,16.415,42.147
JY51-2,3094.75,4,194.543,82.812,245.858,15.757,22.185
JY51-2,3094.875,4,194.153,82.702,246.051,15.492,15.491
JY51-2,3095,4,192.255,82.653,245.731,15.321,12.309
JY51-2,3095.75,4,187.398,81.786,241.298,16.553,42.527
JY51-2,3095.875,4,187.586,81.588,238.998,16.617,43.224
JY51-2,3096,4,188.935,81.429,236.696,16.356,43.72
JY51-2,3096.75,3,182.256,80.686,236.111,15.29,52.927
JY51-2,3096.875,3,180.725,80.617,235.613,15.253,54.985
JY51-2,3097,3,180.748,80.611,234.721,15.251,57.085
JY51-2,3097.75,4,182.415,80.379,225.109,13.685,83.611
JY51-2,3097.875,4,187.478,80.234,226.643,14.005,86.143
JY51-2,3098,4,190.779,80.15,230.041,14.727,83.937
JY51-2,3098.75,4,179.885,81.244,236.418,15.756,36.613
JY51-2,3098.875,4,177.437,81.558,235.154,15.468,36.05
JY51-2,3099,4,177.88,81.85,234.234,15.266,38.537
JY51-2,3099.75,4,180.313,82.744,234.413,15.763,23.979
JY51-2,3099.875,4,181.074,83.015,235.256,15.494,18.948
JY51-2,3100,4,182.266,83.337,237,15.262,18.606
JY51-2,3100.75,4,177.452,83.828,242.727,16.66,49.857
JY51-2,3100.875,4,179.555,83.782,242.597,16.198,47.958
JY51-2,3101,4,182.562,83.804,242.734,15.344,44.13
JY51-2,3101.75,4,193.25,84.322,244.073,14.839,50.946
JY51-2,3101.875,4,194.613,84.565,243.82,14.864,50.901
JY51-2,3102,4,195.716,84.759,243.292,15.129,50.738
JY51-2,3102.75,3,175.825,84.324,238.701,14.182,59.448
JY51-2,3102.875,3,170.635,84.353,239.118,14.142,52.35
JY51-2,3103,3,168.991,84.436,239.973,14.285,44.585
JY51-2,3103.75,4,197.258,85.372,247.915,17.747,43.568
JY51-2,3103.875,4,199.402,85.464,249.876,17.93,36.138
JY51-2,3104,4,197.59,85.54,250.902,17.539,27.411
JY51-2,3104.625,4,191.839,86.394,247.279,15.964,13.187
JY51-2,3104.75,4,190.085,86.502,248.9,16.004,17.691
JY51-2,3104.875,4,190.832,86.585,251.367,16.306,26.033
JY51-2,3105.75,4,173.356,87.839,245.236,15.183,43.685
JY51-2,3105.875,4,171.859,87.918,247.503,15.334,45.18
JY51-2,3106,4,175.51,88.022,249.679,16.21,45.304
JY51-2,3106.75,4,186.727,87.7,260.408,17.156,38.289
JY51-2,3106.875,4,188.457,87.796,259.774,17.114,43.112
JY51-2,3107,4,190.33,88.001,259.282,17.138,44.729
JY51-2,3107.625,4,191.686,89.99,258.479,16.012,19.407
JY51-2,3107.75,4,189.283,90.387,258.381,16.106,19.506
JY51-2,3107.875,4,188.522,90.733,258.264,16.294,19.974
JY51-2,3108.75,4,188.018,90.599,260.561,17.65,21.888
JY51-2,3108.875,4,189.291,90.112,261.824,17.994,36.491
JY51-2,3109,4,187.283,89.679,262.484,17.948,47.402
JY51-2,3109.75,4,178.96,88.9,256.354,16.803,39.709
JY51-2,3109.875,4,180.471,89.038,255.716,16.203,33.552
JY51-2,3110,4,179.885,89.251,255.325,15.646,26.085
JY51-2,3110.75,4,191.847,90.7,258.683,17.069,33.257
JY51-2,3110.875,4,191.334,90.663,258.805,16.888,41.2
JY51-2,3111,4,189.526,90.479,257.747,16.755,47.496
JY51-2,3111.75,4,170.925,87.538,253.283,15.614,46.018
JY51-2,3111.875,4,179.531,87.141,255.058,15.814,44.732
JY51-2,3112,4,185.418,86.788,256.05,16.133,46.047
JY51-2,3112.75,4,183.183,84.56,252.286,15.553,43.22
JY51-2,3112.875,4,181.664,84.454,251.849,15.181,30.961
JY51-2,3113,4,180.4,84.462,252.493,15.046,21.221
JY51-2,3113.75,3,181.889,85.093,250.357,15.285,60.521
JY51-2,3113.875,3,183.554,85.067,249.723,14.805,62.51
JY51-2,3114,3,187.087,85.001,249.924,14.338,64.317
JY51-2,3114.75,4,207.024,86.456,253.426,15.137,63.757
JY51-2,3114.875,4,210.453,86.92,254.503,15.668,57.996
JY51-2,3115,4,213.125,87.299,255.602,16.205,49.662
JY51-2,3115.75,4,238.033,89.027,264.561,17.495,24.226
JY51-2,3115.875,4,241.981,89.286,266.56,17.762,27.892
JY51-2,3116,4,244.594,89.464,267.363,17.748,31.536
JY51-2,3116.625,5,223.049,89.409,249.022,16.012,13.652
JY51-2,3116.75,5,216.3,89.218,247.431,15.622,16.34
JY51-2,3116.875,5,212.292,88.934,246.204,15.316,26.608
JY51-2,3117.75,5,210.991,86.973,246.045,14.509,44.617
JY51-2,3117.875,5,212.119,87.043,247.447,14.751,42.893
JY51-2,3118,5,211.245,87.143,247.467,14.8,37.95
JY51-2,3118.75,5,201.062,86.065,240.596,13.046,55.388
JY51-2,3118.875,5,201.109,85.742,239.036,12.916,64.794
JY51-2,3119,5,200.958,85.385,237.898,13.127,67.429
JY51-2,3119.75,4,216.691,81.938,246.712,14.572,69.571
JY51-2,3119.875,4,216.053,81.805,245.754,14.861,70.403
JY51-2,3120,4,213.587,81.84,244.913,14.884,67.637
JY51-2,3120.75,5,203.315,80.841,237.562,12.928,45.767
JY51-2,3120.875,5,204.388,80.329,238.04,13.13,47.8
JY51-2,3121,5,206.197,79.91,240.751,13.837,51.513
JY51-2,3121.75,3,197.751,82.348,243.829,13.681,67.485
JY51-2,3121.875,3,199.076,83.353,242.273,13.563,52.444
JY51-2,3122,3,200.575,84.303,242.398,13.482,37.139
JY51-2,3122.75,3,199.617,87.188,244.583,13.715,45.792
JY51-2,3122.875,3,194.529,87.296,243.245,12.95,68.363
JY51-2,3123,3,190.145,87.344,242.455,12.607,84.952
JY51-2,3123.75,5,177.034,87.803,239.938,12.483,91.525
JY51-2,3123.875,5,179.197,87.828,240.999,12.668,80.966
JY51-2,3124,5,187.739,87.895,243.036,12.891,63.217
JY51-2,3124.75,3,220.514,88.132,243.152,13.977,33.637
JY51-2,3124.875,3,209.618,88.021,241.784,13.058,61.783
JY51-2,3125,3,200.075,87.938,241.279,12.377,88.287
JY51-2,3125.75,3,195.766,87.596,240.133,12.956,34.808
JY51-2,3125.875,3,198.144,87.496,241.758,12.266,23.094
JY51-2,3126,3,200.502,87.365,243.396,11.892,16.766
JY51-2,3126.75,3,210.597,87.254,241.373,12.549,136.532
JY51-2,3126.875,3,213.353,87.307,240.899,12.874,130.003
JY51-2,3127,3,215.856,87.332,241.125,13.187,121.324
JY51-2,3127.75,3,220.436,86.589,248.18,12.897,100.257
JY51-2,3127.875,3,219.861,86.496,247.951,12.769,105.058
JY51-2,3128,3,217.983,86.474,247.286,12.637,103.454
JY51-2,3128.75,3,208.031,86.716,248.064,13.1,18.34
JY51-2,3128.875,3,208.617,86.818,248.603,13.139,24.706
JY51-2,3129,3,211.984,86.998,248.504,13.074,29.053
JY51-2,3129.75,3,206.528,88.497,247.599,12.015,21.696
JY51-2,3129.875,3,205.527,88.696,247.745,11.904,37.006
JY51-2,3130,3,206.843,88.952,247.091,11.731,71.285
JY51-2,3130.75,3,209.244,91.377,248.962,12.227,86.728
JY51-2,3130.875,3,212.2,91.659,249.2,12.254,80.249
JY51-2,3131,3,214.879,91.839,248.329,12.17,82.426
JY51-2,3131.75,3,219.961,91.684,245.635,12.059,92.576
JY51-2,3131.875,3,235.09,91.747,245.432,12.672,80.353
JY51-2,3132,3,253.443,91.821,246.053,13.445,62.62
JY51-2,3132.75,3,241.844,91.023,253.556,12.637,40.905
JY51-2,3132.875,3,236.655,90.954,252.149,12.715,47.521
JY51-2,3133,3,238.573,90.992,251.41,13.08,51.14
JY51-2,3133.75,3,233.777,93.004,252.517,12.706,39.466
JY51-2,3133.875,3,232.485,93.637,252.896,12.44,35.869
JY51-2,3134,3,232.517,94.347,253.473,12.481,29.466
JY51-2,3134.875,5,332.175,97.994,262.229,15.977,18.132
JY51-2,3135,5,341.333,98.232,261.22,16.073,14.019
JY51-2,3135.125,5,336.199,98.39,258.747,15.556,13.502
JY51-2,3135.75,3,276.671,98.397,248.399,12.583,20.761
JY51-2,3135.875,3,272.344,98.358,246.653,12.587,19.319
JY51-2,3136,3,266.95,98.324,244.615,12.574,20.238
JY51-2,3136.75,3,274.743,99,242.686,10.65,123.96
JY51-2,3136.875,3,293.19,99.162,246.378,10.741,99.418
JY51-2,3137,3,322.456,99.329,250.973,11.043,58.178
JY51-2,3138.25,3,404.745,100.284,250.672,11.309,19.634
JY51-2,3138.375,3,436.878,100.292,251.91,11.41,19.074
JY51-2,3138.5,3,457.92,100.375,253.352,11.954,26.341
JY51-2,3139.75,3,244.393,102.668,243.332,9.72,16.313
JY51-2,3139.875,3,232.701,102.827,247.44,10.917,20.606
JY51-2,3140,3,225.779,102.938,249.809,11.382,21.876
JY51-2,3140.75,3,217.185,103.791,241.879,10.56,37.996
JY51-2,3140.875,3,221.863,103.61,239.404,10.544,55.825
JY51-2,3141,3,225.801,103.315,238.477,10.508,65.907
JY51-2,3141.75,3,194.118,101.821,237.229,9.914,92.236
JY51-2,3141.875,3,184.389,102.104,236.011,9.918,101.744
JY51-2,3142,3,176.891,102.628,235.113,9.992,105.542
JY51-2,3142.75,4,159.184,104.986,252.069,15.175,26.269
JY51-2,3142.875,4,155.465,104.954,254.036,14.436,20.933
JY51-2,3143,4,155.957,104.782,254.702,13.825,14.779
JY51-2,3143.75,5,193.836,101.402,268.561,18.442,220.936
JY51-2,3143.875,5,195.247,100.645,271.254,18.693,193.663
JY51-2,3144,5,196.91,99.903,273.09,18.967,121.665
JY51-2,3144.75,4,160.242,96.731,226.812,15.495,43.415
JY51-2,3144.875,4,137.797,96.323,216.495,13.76,61.27
JY51-2,3145,4,110.346,95.926,205.372,11.296,107.925
