Well Name,Depth,Facies,GR,AC,DEN,CNL,Facies,Facies
JY51-2,3109.875,2,180.471,89.038,255.716,2.585,2,2
JY51-2,3110,2,179.885,89.251,255.325,2.578,2,2
JY51-2,3110.75,2,191.847,90.7,258.683,2.582,2,2
JY51-2,3110.875,2,191.334,90.663,258.805,2.583,2,2
JY51-2,3111,2,189.526,90.479,257.747,2.587,2,2
JY51-2,3111.75,2,170.925,87.538,253.283,2.606,2,2
JY51-2,3111.875,2,179.531,87.141,255.058,2.591,2,2
JY51-2,3112,2,185.418,86.788,256.05,2.579,2,2
JY51-2,3112.75,2,183.183,84.56,252.286,2.564,2,2
JY51-2,3112.875,2,181.664,84.454,251.849,2.573,2,2
JY51-2,3113,2,180.4,84.462,252.493,2.588,2,2
JY51-2,3113.75,2,181.889,85.093,250.357,2.584,2,2
JY51-2,3113.875,2,183.554,85.067,249.723,2.583,2,2
JY51-2,3114,2,187.087,85.001,249.924,2.579,2,2
JY51-2,3114.75,2,207.024,86.456,253.426,2.56,2,2
JY51-2,3114.875,2,210.453,86.92,254.503,2.561,2,2
JY51-2,3115,2,213.125,87.299,255.602,2.562,2,2
JY51-2,3115.75,2,238.033,89.027,264.561,2.592,2,2
JY51-2,3115.875,2,241.981,89.286,266.56,2.6,2,2
JY51-2,3116,2,244.594,89.464,267.363,2.6,2,2
JY51-2,3116.625,2,223.049,89.409,249.022,2.588,2,2
JY51-2,3116.75,2,216.3,89.218,247.431,2.601,2,2
JY51-2,3116.875,2,212.292,88.934,246.204,2.609,2,2
JY51-2,3117.75,2,210.991,86.973,246.045,2.625,2,2
JY51-2,3117.875,2,212.119,87.043,247.447,2.616,2,2
JY51-2,3118,2,211.245,87.143,247.467,2.611,2,2
JY51-2,3118.75,2,201.062,86.065,240.596,2.623,2,2
JY51-2,3118.875,2,201.109,85.742,239.036,2.628,2,2
JY51-2,3119,2,200.958,85.385,237.898,2.636,2,2
JY51-2,3119.75,2,216.691,81.938,246.712,2.602,2,2
JY51-2,3119.875,2,216.053,81.805,245.754,2.599,2,2
JY51-2,3120,2,213.587,81.84,244.913,2.596,2,2
JY51-2,3120.75,2,203.315,80.841,237.562,2.613,2,2
JY51-2,3120.875,2,204.388,80.329,238.04,2.608,2,2
JY51-2,3121,2,206.197,79.91,240.751,2.596,2,2
JY51-2,3121.75,2,197.751,82.348,243.829,2.59,2,2
JY51-2,3121.875,2,199.076,83.353,242.273,2.591,2,2
JY51-2,3122,2,200.575,84.303,242.398,2.597,2,2
JY51-2,3122.75,2,199.617,87.188,244.583,2.581,2,2
JY51-2,3122.875,2,194.529,87.296,243.245,2.579,2,2
JY51-2,3123,2,190.145,87.344,242.455,2.581,2,2
JY51-2,3123.75,2,177.034,87.803,239.938,2.579,2,2
JY51-2,3123.875,2,179.197,87.828,240.999,2.579,2,2
JY51-2,3124,2,187.739,87.895,243.036,2.584,2,2
JY51-2,3124.75,2,220.514,88.132,243.152,2.558,2,2
JY51-2,3124.875,2,209.618,88.021,241.784,2.554,2,2
JY51-2,3125,2,200.075,87.938,241.279,2.553,2,2
JY51-2,3125.75,2,195.766,87.596,240.133,2.59,2,2
JY51-2,3125.875,2,198.144,87.496,241.758,2.586,2,2
JY51-2,3126,2,200.502,87.365,243.396,2.577,2,2
JY51-2,3126.75,2,210.597,87.254,241.373,2.554,2,2
JY51-2,3126.875,2,213.353,87.307,240.899,2.562,2,2
JY51-2,3127,2,215.856,87.332,241.125,2.565,2,2
JY51-2,3127.75,2,220.436,86.589,248.18,2.541,2,2
JY51-2,3127.875,2,219.861,86.496,247.951,2.535,2,2
JY51-2,3128,2,217.983,86.474,247.286,2.531,2,2
JY51-2,3128.75,2,208.031,86.716,248.064,2.554,2,2
JY51-2,3128.875,2,208.617,86.818,248.603,2.547,2,2
JY51-2,3129,2,211.984,86.998,248.504,2.54,2,2
JY51-2,3129.75,2,206.528,88.497,247.599,2.548,2,2
JY51-2,3129.875,2,205.527,88.696,247.745,2.541,2,2
JY51-2,3130,2,206.843,88.952,247.091,2.535,2,2
JY51-2,3130.75,2,209.244,91.377,248.962,2.554,2,2
JY51-2,3130.875,2,212.2,91.659,249.2,2.542,2,2
JY51-2,3131,2,214.879,91.839,248.329,2.533,2,2
JY51-2,3131.75,2,219.961,91.684,245.635,2.561,2,2
JY51-2,3131.875,2,235.09,91.747,245.432,2.565,2,2
JY51-2,3132,2,253.443,91.821,246.053,2.567,2,2
JY51-2,3132.75,2,241.844,91.023,253.556,2.557,2,2
JY51-2,3132.875,2,236.655,90.954,252.149,2.549,2,2
JY51-2,3133,2,238.573,90.992,251.41,2.541,2,2
JY51-2,3133.75,2,233.777,93.004,252.517,2.524,2,2
JY51-2,3133.875,2,232.485,93.637,252.896,2.526,2,2
JY51-2,3134,2,232.517,94.347,253.473,2.528,2,2
JY51-2,3134.875,2,332.175,97.994,262.229,2.56,2,2
JY51-2,3135,2,341.333,98.232,261.22,2.549,2,2
JY51-2,3135.125,2,336.199,98.39,258.747,2.535,2,2
JY51-2,3135.75,2,276.671,98.397,248.399,2.54,2,2
JY51-2,3135.875,2,272.344,98.358,246.653,2.532,2,2
JY51-2,3136,2,266.95,98.324,244.615,2.522,2,2
JY51-2,3136.75,2,274.743,99,242.686,2.496,2,2
JY51-2,3136.875,2,293.19,99.162,246.378,2.507,2,2
JY51-2,3137,2,322.456,99.329,250.973,2.522,2,2
JY51-2,3138.25,2,404.745,100.284,250.672,2.455,2,2
JY51-2,3138.375,2,436.878,100.292,251.91,2.454,2,2
JY51-2,3138.5,2,457.92,100.375,253.352,2.457,2,2
JY51-2,3139.75,2,244.393,102.668,243.332,2.543,2,2
JY51-2,3139.875,2,232.701,102.827,247.44,2.516,2,2
JY51-2,3140,2,225.779,102.938,249.809,2.503,2,2
JY51-2,3140.75,2,217.185,103.791,241.879,2.52,2,2
JY51-2,3140.875,2,221.863,103.61,239.404,2.506,2,2
JY51-2,3141,2,225.801,103.315,238.477,2.495,2,2
JY51-2,3141.75,2,194.118,101.821,237.229,2.49,2,2
JY51-2,3141.875,2,184.389,102.104,236.011,2.492,2,2
JY51-2,3142,2,176.891,102.628,235.113,2.497,2,2
JY51-2,3142.75,2,159.184,104.986,252.069,2.548,2,2
JY51-2,3142.875,2,155.465,104.954,254.036,2.562,2,2
JY51-2,3143,2,155.957,104.782,254.702,2.564,2,2
JY51-2,3143.75,2,193.836,101.402,268.561,2.523,2,2
JY51-2,3143.875,2,195.247,100.645,271.254,2.559,2,2
JY51-2,3144,2,196.91,99.903,273.09,2.613,2,2
JY51-2,3144.75,2,160.242,96.731,226.812,2.753,2,2
JY51-2,3144.875,2,137.797,96.323,216.495,2.755,2,2
JY51-2,3145,2,110.346,95.926,205.372,2.754,2,2
